Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Caledonia,NCL,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,New Zealand,NZL,..,1053.89165512,3239.85146924,3553.62884072,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nicaragua,NIC,..,53.0108334,99.14140548,162.92511716,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Niger,NER,..,8.58491322,21.75313433,25.72284735,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Nigeria,NGA,..,14.62143591,76.07782636,97.30686106,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Norway,NOR,..,2948.93153555,7859.51636478,7464.11801641,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Oman,OMN,..,263.51544866,529.07642439,636.47923814,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Pakistan,PAK,..,15.88665574,26.5686252,37.99237688,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Palau,PLW,..,735.21950978,1037.79966781,1420.20529406,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Panama,PAN,..,285.74291251,526.80349744,920.58653632,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Papua New Guinea,PNG,..,19.03031986,42.25284029,77.34963166,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Paraguay,PRY,..,88.95467577,200.99266067,321.34381362,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Peru,PER,..,90.2237687,238.69629843,322.96024894,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Philippines,PHL,..,32.77552401,91.84031697,126.89491051,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Poland,POL,..,238.00448641,809.19632971,796.73818563,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Portugal,PRT,..,967.14393089,2213.09791813,1721.70731827,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Puerto Rico,PRI,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Qatar,QAT,..,602.32023973,1257.94597654,2029.54179985,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Romania,ROU,..,69.89345826,472.19357247,442.36957461,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Russian Federation,RUS,..,95.41753155,567.37768226,523.77494015,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Rwanda,RWA,..,10.01753745,55.00867604,56.65848825,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Samoa,WSM,..,73.07043349,192.50793332,222.89139586,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,San Marino,SMR,..,2065.547747,3973.85942343,3243.08083058,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sao Tome and Principe,STP,..,53.91163742,59.55095856,159.90553598,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Saudi Arabia,SAU,..,384.39029427,670.96249515,1194.10045472,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Senegal,SEN,..,21.93803455,40.13842343,36.07884461,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Serbia,SRB,..,65.2005478,545.35678638,491.25186426,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Seychelles,SYC,..,349.32246967,380.40550722,491.82181583,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sierra Leone,SLE,..,13.78268354,36.81582327,106.68590503,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Singapore,SGP,..,820.69823878,1503.00958833,2280.28412547,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovak Republic,SVK,..,203.50626986,1295.27893268,1108.43173392,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Slovenia,SVN,..,796.64705747,2008.20157122,1771.55388121,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Solomon Islands,SLB,..,53.85307269,93.66685003,152.12909733,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Somalia,SOM,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Africa,ZAF,..,221.78298627,539.56761477,470.79699332,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,South Sudan,SSD,..,..,..,28.04670336,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Spain,ESP,..,1002.7870268,2778.44419117,2353.92604772,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sri Lanka,LKA,..,35.97570468,83.44040315,117.86739493,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Kitts and Nevis,KNA,..,439.66432147,784.80781583,906.99854248,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Lucia,LCA,..,245.89880067,476.50820384,481.62628627,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,St. Vincent and the Grenadines,VCT,..,140.5090575,276.7410357,284.03345256,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sudan,SDN,..,16.87000842,103.85327215,151.78722854,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Suriname,SUR,..,168.81990558,450.42898593,577.4951237,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Sweden,SWE,..,2173.19387644,4437.1189388,5600.1048229,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Switzerland,CHE,..,3540.84922594,8018.76000214,9817.9851538,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Syrian Arab Republic,SYR,..,54.21872487,93.81681192,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tajikistan,TJK,..,5.96617805,43.11531558,62.96370158,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tanzania,TZA,..,12.61511222,36.10598419,31.73734859,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Thailand,THA,..,62.25966324,172.05752988,217.13523195,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Timor-Leste,TLS,..,..,51.39423986,71.65509997,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Togo,TGO,..,9.79685057,30.93862791,36.64787882,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tonga,TON,..,79.881285,177.71089027,221.37027553,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Trinidad and Tobago,TTO,..,258.70675863,801.07588098,1146.23134998,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tunisia,TUN,..,111.76621238,243.60663888,258.02886744,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkey,TUR,..,199.50491719,539.32880589,454.60829207,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turkmenistan,TKM,..,76.62702705,221.79857038,405.12634518,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Tuvalu,TUV,..,358.04293063,440.45515392,439.17702544,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uganda,UGA,..,18.83660532,62.66848192,46.05846472,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Ukraine,UKR,..,35.13172098,188.73646253,125.04652052,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Arab Emirates,ARE,..,781.81669142,1359.02544951,1401.97447677,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United Kingdom,GBR,..,1672.52496187,3306.78679188,4355.80576369,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,United States,USA,..,4561.91335203,7949.89613043,9535.9453353,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uruguay,URY,..,623.96383861,1001.86829663,1281.291902,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Uzbekistan,UZB,..,29.26654595,74.33550885,133.94873999,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vanuatu,VUT,..,20.19148121,82.28583677,98.98614427,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Venezuela, RB",VEN,..,210.30967331,614.11194936,972.95147312,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Vietnam,VNM,..,18.36092409,76.71438475,116.73619366,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,"Yemen, Rep.",YEM,..,25.15491132,67.70624706,72.03946941,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zambia,ZMB,..,24.45399675,67.36954123,69.36708094,..,..,..
Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,Zimbabwe,ZWE,..,..,77.63721647,94.29000594,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Afghanistan,AFG,..,..,2.49575809,3.10793734,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Albania,ALB,..,26.72516915,101.89083727,112.50305303,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Algeria,DZA,..,44.11566517,158.69690267,205.83154646,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,American Samoa,ASM,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Andorra,AND,..,852.42051248,2514.52653385,2399.49066451,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Angola,AGO,..,7.5951764,60.13690318,51.57258777,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Antigua and Barbuda,ATG,..,257.00470762,465.20781565,437.37381487,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Argentina,ARG,..,99.16594964,383.71828934,712.69195349,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Armenia,ARM,..,6.40894844,54.33072681,58.25630137,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Aruba,ABW,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Australia,AUS,..,1116.23144691,3399.40611011,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Austria,AUT,..,..,3597.41658966,3428.55153189,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Azerbaijan,AZE,..,5.62723079,67.33651558,74.49459921,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Bahamas, The",BHS,..,510.25546343,759.35615466,819.46447867,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bahrain,BHR,..,320.71087303,501.43026213,787.74838821,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bangladesh,BGD,..,2.38275245,3.89103977,4.67938248,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Barbados,BRB,..,311.59523402,591.12222247,530.52259861,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belarus,BLR,..,45.12307246,232.55771503,219.41770382,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belgium,BEL,..,0,3594.69900215,3484.32703166,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Belize,BLZ,..,70.34628915,167.03866819,200.0108204,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Benin,BEN,..,4.09090526,7.50908284,6.30155659,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bermuda,BMU,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bhutan,BTN,..,25.36730443,50.29269504,65.68691545,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bolivia,BOL,..,24.51980839,61.75226244,134.16522985,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bosnia and Herzegovina,BIH,..,60.25684405,284.20238531,296.18186671,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Botswana,BWA,..,141.21580017,223.11399739,214.54595727,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brazil,BRA,..,129.7574762,401.50284504,333.64795945,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Brunei Darussalam,BRN,..,427.94086459,737.11438543,763.38188596,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Bulgaria,BGR,..,56.34344214,268.64966595,292.24114157,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burkina Faso,BFA,..,2.45210284,8.45448922,9.44480006,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Burundi,BDI,..,1.99224043,4.6018185,9.42724001,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cabo Verde,CPV,..,42.82269904,93.78685861,98.88952914,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cambodia,KHM,..,3.90008006,10.7076781,14.51521369,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cameroon,CMR,..,4.45171913,10.63291362,9.20075211,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Canada,CAN,..,1456.23599948,3636.77308845,3315.29554434,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cayman Islands,CYM,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Central African Republic,CAF,..,3.35217047,3.69347461,2.12448375,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Chad,TCD,..,4.25152494,7.61771549,8.34546426,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Channel Islands,CHI,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Chile,CHL,..,191.35238109,514.28345708,669.78666595,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,China,CHN,..,9.40355179,105.20005362,254.42544878,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Colombia,COL,..,105.98038581,274.31669203,249.90433667,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Comoros,COM,..,5.92044493,5.91180618,7.84480437,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Congo, Dem. Rep.",COD,..,0.48364661,1.32512091,3.25701392,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Congo, Rep.",COG,..,5.78257811,24.80537044,25.41022526,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Costa Rica,CRI,..,164.98680169,486.38827057,705.84561377,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cote d'Ivoire,CIV,..,5.20108448,9.89271261,16.46820651,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Croatia,HRV,..,319.12963498,961.61782616,654.20108814,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cuba,CUB,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Curacao,CUW,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Cyprus,CYP,..,312.84073578,944.51769685,665.84212358,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Czech Republic,CZE,..,..,1144.93898076,1057.68110784,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Denmark,DNK,..,2074.39913393,5104.37916692,4625.6591393,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Djibouti,DJI,..,15.3418825,33.66389133,44.6418879,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Dominica,DMA,..,156.81046452,232.25913483,260.71012375,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Dominican Republic,DOM,..,25.13461172,135.14866357,160.03709762,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ecuador,ECU,..,13.94058374,148.67616683,263.28250274,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Egypt, Arab Rep.",EGY,..,25.51942309,36.69676963,47.11813725,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,El Salvador,SLV,..,76.061701,133.51823776,181.79706923,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Equatorial Guinea,GNQ,..,10.46713691,54.39201208,65.87096613,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Eritrea,ERI,..,3.30723176,3.64482024,7.10668656,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Estonia,EST,..,..,690.70126042,838.03460202,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Eswatini,SWZ,..,42.35444161,213.76856992,150.56938206,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ethiopia,ETH,..,2.19764748,2.91070901,6.52342334,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Faroe Islands,FRO,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Fiji,FJI,..,59.17028482,86.36381348,110.13723932,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Finland,FIN,..,1225.72499269,3155.51085778,3100.74395315,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,France,FRA,..,0,3436.4025041,3177.6109838,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,French Polynesia,PYF,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Gabon,GAB,..,46.6334596,137.72474479,116.60896669,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Gambia, The",GMB,..,5.40636823,10.37230477,14.84241442,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Georgia,GEO,..,7.17980251,55.82007553,108.95270738,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Germany,DEU,..,1869.38626675,3919.39475935,3878.73982523,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ghana,GHA,..,4.69763133,34.16216383,27.81457674,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Gibraltar,GIB,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Greece,GRC,..,..,1777.23197353,889.10161554,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Greenland,GRL,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Grenada,GRD,..,91.11740186,204.66486147,178.34971731,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guam,GUM,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guatemala,GTM,..,27.88386485,57.11326632,71.87563405,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guinea,GIN,..,1.7012361,2.47904178,4.31013565,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guinea-Bissau,GNB,..,10.57935078,5.56299139,12.33857109,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Guyana,GUY,..,32.4759665,52.68851079,94.92234695,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Haiti,HTI,..,4.41009259,3.8731963,5.72035444,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Honduras,HND,..,33.29737912,66.66047561,68.52299212,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Hungary,HUN,..,..,659.72794296,596.3255283,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Iceland,ISL,..,..,2952.83630375,3564.8386203,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,India,IND,..,3.83912862,11.85855964,16.20387407,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Indonesia,IDN,..,4.9879746,32.78023788,42.68899116,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Iran, Islamic Rep.",IRN,..,30.25731223,142.64571601,195.37678655,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Iraq,IRQ,..,..,107.46430581,35.90044626,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Ireland,IRL,..,..,..,3329.41978977,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Isle of Man,IMN,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Israel,ISR,..,..,1395.36600499,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Italy,ITA,..,1104.42932434,2521.92703988,2021.82134206,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Jamaica,JAM,..,108.03175672,139.59197191,172.40337239,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Japan,JPN,..,2204.17051702,3326.40190419,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Jordan,JOR,..,71.86054074,205.90266463,147.16048493,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kazakhstan,KAZ,..,25.74582654,240.29822092,228.11910854,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kenya,KEN,..,7.85017538,17.13687761,23.19320911,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kiribati,KIR,..,66.59513039,127.87397888,103.72676994,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Korea, Rep.",KOR,..,255.39491177,832.19643688,1135.1177399,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kosovo,XKX,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kuwait,KWT,..,351.31334812,898.4366845,983.03204388,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Kyrgyz Republic,KGZ,..,5.94282245,30.19653128,41.30696247,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Lao PDR,LAO,..,4.47813707,8.1255035,18.65562966,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Latvia,LVA,..,131.33851031,585.54026725,450.65485563,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Lebanon,LBN,..,169.8643411,265.98302394,326.02986563,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Lesotho,LSO,..,14.34250016,37.21720582,51.62158518,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Liberia,LBR,..,2.25480389,3.97755069,5.1347505,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Libya,LBY,..,119.2261073,280.35672336,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Liechtenstein,LIE,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Lithuania,LTU,..,140.37141499,577.44477973,608.02885887,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Luxembourg,LUX,..,2377.11216979,6350.33400161,5155.59665653,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,"Macedonia, FYR",MKD,..,2.34166648,198.73255991,189.22535106,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Madagascar,MDG,..,5.57100341,9.00935677,9.50276535,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Malawi,MWI,..,3.50031334,7.31344097,9.80499063,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Malaysia,MYS,..,52.59697717,156.77122128,200.80662654,..,..,..
Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,Maldives,MDV,..,73.30037194,319.17424646,770.23680615,..,..,..
